ID,TEXT,LABELS,INCLUDED,TRANSLATED
359,Aurat aulad ke baghair na mukammal hai. It is her biological purpose to give birth.,"{'id': '359', 'text': 'Aurat aulad ke baghair na mukammal hai. It is her biological purpose to give birth.', 'labels': [{'start_index': '0', 'end_index': '82', 'text_fragment': 'Aurat aulad ke baghair na mukammal hai. It is her biological purpose to give birth', 'technique': 'Causal Oversimplification'}], 'translation': 'A woman is not a woman without children. Procreation is its biological purpose.'}",0,A woman is not a woman without children. Procreation is its biological purpose.
360,"Jab se Imran Khan hakoomat mein aya hai pehle Covid agaye phir floods. This is a sign from God, he is not a good man.","{'id': '360', 'text': 'Jab se Imran Khan hakoomat mein aya hai pehle Covid agaye phir floods. This is a sign from God, he is not a good man.', 'labels': [{'start_index': '0', 'end_index': '116', 'text_fragment': 'Jab se Imran Khan hakoomat mein aya hai pehle Covid agaye phir floods. This is a sign from God, he is not a good man', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '116', 'text_fragment': 'Jab se Imran Khan hakoomat mein aya hai pehle Covid agaye phir floods. This is a sign from God, he is not a good man', 'technique': 'Causal Oversimplification'}], 'translation': 'Ever since Imran Khan came to power, first the covid came and then the floods. This is a sign from God, he is not a good man.'}",0,"Ever since Imran Khan came to power, first the covid came and then the floods. This is a sign from God, he is not a good man."
361,Why are some women so arrogant? Itna hi independence hone ka shoq hai toh mard ke baghair bacha paida ker ke dikhao.,"{'id': '361', 'text': 'Why are some women so arrogant? Itna hi independence hone ka shoq hai toh mard ke baghair bacha paida ker ke dikhao.', 'labels': [], 'translation': 'Why are some women so arrogant? If you are so fond of freedom, then try to have a child without a man.'}",0,"Why are some women so arrogant? If you are so fond of freedom, then try to have a child without a man."
362,Why are these feminists even given a platform? Jitni bakwas karti hein mardon ke baare mein inhein ban kar dena chahiye media se.,"{'id': '362', 'text': 'Why are these feminists even given a platform? Jitni bakwas karti hein mardon ke baare mein inhein ban kar dena chahiye media se.', 'labels': [{'start_index': '53', 'end_index': '59', 'text_fragment': 'bakwas', 'technique': 'Loaded Language'}], 'translation': 'Why are these feminists given a platform? Jitni is talking nonsense about men and should be done by the media.'}",0,Why are these feminists given a platform? Jitni is talking nonsense about men and should be done by the media.
363,"A daughter has her family's honor attached to her. Ab har cheez mein uski apni marzi nhi chal sakti, family ki izzat bhi koi cheez hai.","{'id': '363', 'text': ""A daughter has her family's honor attached to her. Ab har cheez mein uski apni marzi nhi chal sakti, family ki izzat bhi koi cheez hai."", 'labels': [], 'translation': ""With a daughter comes the honor of her family. Now he can't do his own thing in everything, the honor of the family is also something.""}",0,"With a daughter comes the honor of her family. Now he can't do his own thing in everything, the honor of the family is also something."
364,I will only marry a virgin because only she will be loyal to me. Jo aurat shaadi se pehle ghair mard se taluq rakh sakti hai woh baad mein bhi rakh sakti hai.,"{'id': '364', 'text': 'I will only marry a virgin because only she will be loyal to me. Jo aurat shaadi se pehle ghair mard se taluq rakh sakti hai woh baad mein bhi rakh sakti hai.', 'labels': [{'start_index': '0', 'end_index': '63', 'text_fragment': 'I will only marry a virgin because only she will be loyal to me', 'technique': 'Causal Oversimplification'}, {'start_index': '20', 'end_index': '26', 'text_fragment': 'virgin', 'technique': 'Loaded Language'}], 'translation': 'I will only marry a virgin because only she will be faithful to me. A woman who can keep a relationship with a non-man before marriage can also keep a relationship afterwards.'}",0,I will only marry a virgin because only she will be faithful to me. A woman who can keep a relationship with a non-man before marriage can also keep a relationship afterwards.
365,Haan aurat ka kirdaar mard ke kirdaar se ziada zaroori hai because the man fucks while the woman gets fucked. You can't change biology.,"{'id': '365', 'text': ""Haan aurat ka kirdaar mard ke kirdaar se ziada zaroori hai because the man fucks while the woman gets fucked. You can't change biology."", 'labels': [{'start_index': '102', 'end_index': '108', 'text_fragment': 'fucked', 'technique': 'Loaded Language'}, {'start_index': '110', 'end_index': '134', 'text_fragment': ""You can't change biology"", 'technique': 'Thought-terminating cliché'}, {'start_index': '75', 'end_index': '80', 'text_fragment': 'fucks', 'technique': 'Loaded Language'}], 'translation': ""A woman's role is more important than a man's because a man fucks while a woman fucks. You cannot change biology.""}",0,A woman's role is more important than a man's because a man fucks while a woman fucks. You cannot change biology.
366,A woman's virginity is the proof of her honor. Jo aurat pehle hi kisi dosre mard ke saath so chuki ho woh shohar ki kia izzat kre gi.,"{'id': '366', 'text': ""A woman's virginity is the proof of her honor. Jo aurat pehle hi kisi dosre mard ke saath so chuki ho woh shohar ki kia izzat kre gi."", 'labels': [{'start_index': '0', 'end_index': '45', 'text_fragment': ""A woman's virginity is the proof of her honor"", 'technique': 'Causal Oversimplification'}, {'start_index': '10', 'end_index': '19', 'text_fragment': 'virginity', 'technique': 'Loaded Language'}], 'translation': ""A woman's virginity is a proof of her honor. How will a woman who has already been with another man respect her husband?""}",0,A woman's virginity is a proof of her honor. How will a woman who has already been with another man respect her husband?
367,Women gain high positions by sleeping with their bosses.Aur inko barabari chahiye mard jitna kamaen gi hahaha.,"{'id': '367', 'text': 'Women gain high positions by sleeping with their bosses.Aur inko barabari chahiye mard jitna kamaen gi hahaha.', 'labels': [{'start_index': '0', 'end_index': '55', 'text_fragment': 'Women gain high positions by sleeping with their bosses', 'technique': 'Causal Oversimplification'}], 'translation': 'Women get high positions by sleeping with their masters and they want equality, men will work to win'}",0,"Women get high positions by sleeping with their masters and they want equality, men will work to win"
368,Liberals are a menace to society. Be hayai aur kanjar khana phela ke rakh dia hai poori society mein.,"{'id': '368', 'text': 'Liberals are a menace to society. Be hayai aur kanjar khana phela ke rakh dia hai poori society mein.', 'labels': [{'start_index': '0', 'end_index': '21', 'text_fragment': 'Liberals are a menace', 'technique': 'Name calling/Labeling'}, {'start_index': '34', 'end_index': '42', 'text_fragment': 'Be hayai', 'technique': 'Loaded Language'}, {'start_index': '47', 'end_index': '59', 'text_fragment': 'kanjar khana', 'technique': 'Loaded Language'}], 'translation': 'Liberals are a threat to society. It should be done and Kanjar Khana has been placed as a game in the poor society.'}",0,Liberals are a threat to society. It should be done and Kanjar Khana has been placed as a game in the poor society.
369,"Why the fuck is everyone mourning Qandeel Baloch's murder, she asked for it. Ab zahir hai apni izzat khule aam nelam kre gi toh bhai ki ghairat nhi jaye gi kya.","{'id': '369', 'text': ""Why the fuck is everyone mourning Qandeel Baloch's murder, she asked for it. Ab zahir hai apni izzat khule aam nelam kre gi toh bhai ki ghairat nhi jaye gi kya."", 'labels': [{'start_index': '0', 'end_index': '12', 'text_fragment': 'Why the fuck', 'technique': 'Loaded Language'}, {'start_index': '0', 'end_index': '75', 'text_fragment': ""Why the fuck is everyone mourning Qandeel Baloch's murder, she asked for it"", 'technique': 'Smears'}], 'translation': ""Why is everyone mourning Qandeel Baloch's murder, he asked. Now, it is obvious that if you show your honor openly, will not the brother's honor be lost?""}",0,"Why is everyone mourning Qandeel Baloch's murder, he asked. Now, it is obvious that if you show your honor openly, will not the brother's honor be lost?"
370,Women have half testimony in Islam because they are less intelligent. Khuda ne insaan ko banaya hai uss ko pta hai kis ki kitni kabiliat hai.,"{'id': '370', 'text': 'Women have half testimony in Islam because they are less intelligent. Khuda ne insaan ko banaya hai uss ko pta hai kis ki kitni kabiliat hai.', 'labels': [], 'translation': 'In Islam, women have half the witness because they are less intelligent. God has created man, He knows what his ability is.'}",0,"In Islam, women have half the witness because they are less intelligent. God has created man, He knows what his ability is."
371,"Khuda ne mard ko aurat pe bartari di hai. It is God's rule, whether you like it or not.","{'id': '371', 'text': ""Khuda ne mard ko aurat pe bartari di hai. It is God's rule, whether you like it or not."", 'labels': [{'start_index': '42', 'end_index': '58', 'text_fragment': ""It is God's rule"", 'technique': 'Thought-terminating cliché'}, {'start_index': '60', 'end_index': '86', 'text_fragment': 'whether you like it or not', 'technique': 'Thought-terminating cliché'}], 'translation': ""God has given man superiority over woman. This is Allah's order, whether you like it or not.""}",0,"God has given man superiority over woman. This is Allah's order, whether you like it or not."
372,Stop roaming around in mini skirts like fucking whores. Kia farak reh jaye ga izzat dar aurat mein aur tawaif mein agar kapray pehannay hain.,"{'id': '372', 'text': 'Stop roaming around in mini skirts like fucking whores. Kia farak reh jaye ga izzat dar aurat mein aur tawaif mein agar kapray pehannay hain.', 'labels': [{'start_index': '0', 'end_index': '140', 'text_fragment': 'Stop roaming around in mini skirts like fucking whores. Kia farak reh jaye ga izzat dar aurat mein aur tawaif mein agar kapray pehannay hain', 'technique': 'Reductio ad hitlerum'}, {'start_index': '0', 'end_index': '140', 'text_fragment': 'Stop roaming around in mini skirts like fucking whores. Kia farak reh jaye ga izzat dar aurat mein aur tawaif mein agar kapray pehannay hain', 'technique': 'Appeal to fear/prejudice'}, {'start_index': '103', 'end_index': '109', 'text_fragment': 'tawaif', 'technique': 'Loaded Language'}, {'start_index': '40', 'end_index': '54', 'text_fragment': 'fucking whores', 'technique': 'Name calling/Labeling'}, {'start_index': '40', 'end_index': '47', 'text_fragment': 'fucking', 'technique': 'Loaded Language'}, {'start_index': '48', 'end_index': '54', 'text_fragment': 'whores', 'technique': 'Loaded Language'}], 'translation': 'Stop walking around in miniskirts like fucking hores. Will there be a difference between a respectable woman and prostitutes who are wearing cloths?'}",0,Stop walking around in miniskirts like fucking hores. Will there be a difference between a respectable woman and prostitutes who are wearing cloths?
373,Mard 4 shaadian kar sakta hai aurat nhi kyunke you can lead 4 companies at the same time but can't be an employee in 4 companies at the same time.,"{'id': '373', 'text': ""Mard 4 shaadian kar sakta hai aurat nhi kyunke you can lead 4 companies at the same time but can't be an employee in 4 companies at the same time."", 'labels': [{'start_index': '0', 'end_index': '145', 'text_fragment': ""Mard 4 shaadian kar sakta hai aurat nhi kyunke you can lead 4 companies at the same time but can't be an employee in 4 companies at the same time"", 'technique': 'Presenting Irrelevant Data (Red Herring)'}], 'translation': 'A man can have 4 marriages but not a woman because you can lead 4 companies at the same time but cannot be employed in 4 companies at the same time.'}",0,A man can have 4 marriages but not a woman because you can lead 4 companies at the same time but cannot be employed in 4 companies at the same time.
374,Women are emotional so they aren't fit to lead. Khuda ne mard ko sarbrah bnaya hai yaqeenan issi mein maslehat hai.,"{'id': '374', 'text': ""Women are emotional so they aren't fit to lead. Khuda ne mard ko sarbrah bnaya hai yaqeenan issi mein maslehat hai."", 'labels': [{'start_index': '0', 'end_index': '46', 'text_fragment': ""Women are emotional so they aren't fit to lead"", 'technique': 'Causal Oversimplification'}], 'translation': 'Women are emotional so they are not capable of leadership. God has made man the head, surely there is an expedient in it.'}",0,"Women are emotional so they are not capable of leadership. God has made man the head, surely there is an expedient in it."
375,Aurat ko mard se aik qadam peeche rehna chahiye so that she is under the protection of her male family members.,"{'id': '375', 'text': 'Aurat ko mard se aik qadam peeche rehna chahiye so that she is under the protection of her male family members.', 'labels': [], 'translation': 'A woman should take a step ahead of a man so that she is protected by the men of her family.'}",0,A woman should take a step ahead of a man so that she is protected by the men of her family.
376,Ye feminists waqai hi do takke ki aurtein hain. They have no respect for the men of their family who protect them.,"{'id': '376', 'text': 'Ye feminists waqai hi do takke ki aurtein hain. They have no respect for the men of their family who protect them.', 'labels': [{'start_index': '22', 'end_index': '41', 'text_fragment': 'do takke ki aurtein', 'technique': 'Name calling/Labeling'}, {'start_index': '48', 'end_index': '113', 'text_fragment': 'They have no respect for the men of their family who protect them', 'technique': 'Exaggeration/Minimisation'}], 'translation': 'You are a feminist who is only two or three. They have no respect for the men in their families who protect them.'}",0,You are a feminist who is only two or three. They have no respect for the men in their families who protect them.
377,"Hindus are stupid if you ask me. Imagine apne haath se buut bana kar khud hi unhe poojne lag jana.
","{'id': '377', 'text': 'Hindus are stupid if you ask me. Imagine apne haath se buut bana kar khud hi unhe poojne lag jana.\n', 'labels': [{'start_index': '0', 'end_index': '17', 'text_fragment': 'Hindus are stupid', 'technique': 'Name calling/Labeling'}], 'translation': 'Hindus are idiots if you ask me. Do not start worshiping the image with your own hands but by making it yourself.\n'}",0,"Hindus are idiots if you ask me. Do not start worshiping the image with your own hands but by making it yourself.
"
378,"Science ki saari ijaadat Musalman science daanon ne ki thin jaise Ibn Sina, AL Khwarazmi. These Americans have done a propaganda and taken all credit.","{'id': '378', 'text': 'Science ki saari ijaadat Musalman science daanon ne ki thin jaise Ibn Sina, AL Khwarazmi. These Americans have done a propaganda and taken all credit.', 'labels': [{'start_index': '0', 'end_index': '88', 'text_fragment': 'Science ki saari ijaadat Musalman science daanon ne ki thin jaise Ibn Sina, AL Khwarazmi', 'technique': 'Glittering generalities (Virtue)'}, {'start_index': '0', 'end_index': '88', 'text_fragment': 'Science ki saari ijaadat Musalman science daanon ne ki thin jaise Ibn Sina, AL Khwarazmi', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '90', 'end_index': '149', 'text_fragment': 'These Americans have done a propaganda and taken all credit', 'technique': 'Exaggeration/Minimisation'}], 'translation': 'All the scientific inventions of Muslim scientists like Ibn Sina, Al-Khwarizmi. These Americans made a propaganda and took all the credit.'}",0,"All the scientific inventions of Muslim scientists like Ibn Sina, Al-Khwarizmi. These Americans made a propaganda and took all the credit."
379,What science has discovered now was written in the Quran thousands of years ago. Ye angraizon ki ankhon pe toh patti bandhi hui hai Khuda hidayat de.,"{'id': '379', 'text': 'What science has discovered now was written in the Quran thousands of years ago. Ye angraizon ki ankhon pe toh patti bandhi hui hai Khuda hidayat de.', 'labels': [{'start_index': '132', 'end_index': '148', 'text_fragment': 'Khuda hidayat de', 'technique': 'Thought-terminating cliché'}, {'start_index': '97', 'end_index': '127', 'text_fragment': 'ankhon pe toh patti bandhi hui', 'technique': 'Loaded Language'}], 'translation': 'What science has now discovered was written thousands of years ago in the Holy Quran. This is blindfolded by the British, may God guide them.'}",0,"What science has now discovered was written thousands of years ago in the Holy Quran. This is blindfolded by the British, may God guide them."
380,Women are not meant to be leaders. Bohat kam aurtein CEO ban pati hai mardon ki nisbat ye is baat ka proof hai.,"{'id': '380', 'text': 'Women are not meant to be leaders. Bohat kam aurtein CEO ban pati hai mardon ki nisbat ye is baat ka proof hai.', 'labels': [{'start_index': '0', 'end_index': '110', 'text_fragment': 'Women are not meant to be leaders. Bohat kam aurtein CEO ban pati hai mardon ki nisbat ye is baat ka proof hai', 'technique': 'Exaggeration/Minimisation'}], 'translation': 'Women are not meant to be leaders. This is proof of the fact that the CEO of Bohit Kam and Tan is Bin Patti Hai Mardoon.'}",0,Women are not meant to be leaders. This is proof of the fact that the CEO of Bohit Kam and Tan is Bin Patti Hai Mardoon.
381,I prefer not hiring women who have kids. Unka saara dhyaan bachon mein lga hota hai kaam kya krein gi.,"{'id': '381', 'text': 'I prefer not hiring women who have kids. Unka saara dhyaan bachon mein lga hota hai kaam kya krein gi.', 'labels': [{'start_index': '0', 'end_index': '101', 'text_fragment': 'I prefer not hiring women who have kids. Unka saara dhyaan bachon mein lga hota hai kaam kya krein gi', 'technique': 'Exaggeration/Minimisation'}], 'translation': 'I do not prefer to employ women who have children. All their attention is focused on Bachon.'}",0,I do not prefer to employ women who have children. All their attention is focused on Bachon.
382,Why do we always blame the justice system when rape cases occur. America mein toh qanoon bohat acha hai phir kya rape hona band ho gye?,"{'id': '382', 'text': 'Why do we always blame the justice system when rape cases occur. America mein toh qanoon bohat acha hai phir kya rape hona band ho gye?', 'labels': [{'start_index': '0', 'end_index': '135', 'text_fragment': 'Why do we always blame the justice system when rape cases occur. America mein toh qanoon bohat acha hai phir kya rape hona band ho gye?', 'technique': 'Whataboutism'}, {'start_index': '47', 'end_index': '51', 'text_fragment': 'rape', 'technique': 'Loaded Language'}, {'start_index': '47', 'end_index': '51', 'text_fragment': 'rape', 'technique': 'Loaded Language'}], 'translation': 'Why do we always blame the justice system when rape happens? In America, the law is very good, then did rape stop?'}",0,"Why do we always blame the justice system when rape happens? In America, the law is very good, then did rape stop?"
383,Aurton ka rape America mein bhi toh hota hai. Why are Pakistanis always so angry when such cases arise.,"{'id': '383', 'text': 'Aurton ka rape America mein bhi toh hota hai. Why are Pakistanis always so angry when such cases arise.', 'labels': [{'start_index': '10', 'end_index': '14', 'text_fragment': 'rape', 'technique': 'Loaded Language'}, {'start_index': '46', 'end_index': '102', 'text_fragment': 'Why are Pakistanis always so angry when such cases arise', 'technique': 'Exaggeration/Minimisation'}], 'translation': ""Orton's rap also happens in America. Why are Pakistanis always angry when such cases come up?""}",0,Orton's rap also happens in America. Why are Pakistanis always angry when such cases come up?
384,Pta nhi log inn feminists ki bakwas bardasht kese karte hain. If a woman insults my religion like that I'll fucking murder her.,"{'id': '384', 'text': ""Pta nhi log inn feminists ki bakwas bardasht kese karte hain. If a woman insults my religion like that I'll fucking murder her."", 'labels': [{'start_index': '108', 'end_index': '115', 'text_fragment': 'fucking', 'technique': 'Loaded Language'}, {'start_index': '116', 'end_index': '122', 'text_fragment': 'murder', 'technique': 'Loaded Language'}, {'start_index': '29', 'end_index': '35', 'text_fragment': 'bakwas', 'technique': 'Loaded Language'}, {'start_index': '62', 'end_index': '126', 'text_fragment': ""If a woman insults my religion like that I'll fucking murder her"", 'technique': 'Appeal to fear/prejudice'}], 'translation': 'Pta nhi log inn case the nonsense of feminists. If a woman insults my religion like this, I will kill her.'}",0,"Pta nhi log inn case the nonsense of feminists. If a woman insults my religion like this, I will kill her."
385,These so called women rights NGOs are all foreign funded. Bahir se paisa le kar mulk ko badnaam karte hain baat uchaal ker.,"{'id': '385', 'text': 'These so called women rights NGOs are all foreign funded. Bahir se paisa le kar mulk ko badnaam karte hain baat uchaal ker.', 'labels': [{'start_index': '0', 'end_index': '122', 'text_fragment': 'These so called women rights NGOs are all foreign funded. Bahir se paisa le kar mulk ko badnaam karte hain baat uchaal ker', 'technique': 'Smears'}, {'start_index': '6', 'end_index': '33', 'text_fragment': 'so called women rights NGOs', 'technique': 'Name calling/Labeling'}], 'translation': ""These so-called women's rights NGOs are all foreign funded. They defame the country by taking money from outside.""}",0,These so-called women's rights NGOs are all foreign funded. They defame the country by taking money from outside.
386,My professor always marks girls' exams more leniently. Ab samaj ayi larkiyan itni positions kese leti hain.,"{'id': '386', 'text': ""My professor always marks girls' exams more leniently. Ab samaj ayi larkiyan itni positions kese leti hain."", 'labels': [{'start_index': '0', 'end_index': '53', 'text_fragment': ""My professor always marks girls' exams more leniently"", 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '106', 'text_fragment': ""My professor always marks girls' exams more leniently. Ab samaj ayi larkiyan itni positions kese leti hain"", 'technique': 'Causal Oversimplification'}], 'translation': ""My professors always grade girls' exams more leniently. Now in the society, why do girls take so many positions?""}",0,"My professors always grade girls' exams more leniently. Now in the society, why do girls take so many positions?"
387,Inn actresses ka bas nhi chalta delivery bhi media pe aakar krein. They love exposing private matters like pregnancy pictures to public.,"{'id': '387', 'text': 'Inn actresses ka bas nhi chalta delivery bhi media pe aakar krein. They love exposing private matters like pregnancy pictures to public.', 'labels': [{'start_index': '0', 'end_index': '135', 'text_fragment': 'Inn actresses ka bas nhi chalta delivery bhi media pe aakar krein. They love exposing private matters like pregnancy pictures to public', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '72', 'end_index': '76', 'text_fragment': 'love', 'technique': 'Loaded Language'}], 'translation': 'It is not enough for the Sarai actress to come and do the delivery on the media. They like to make private matters like pregnancy photos public.'}",0,It is not enough for the Sarai actress to come and do the delivery on the media. They like to make private matters like pregnancy photos public.
388,This baby bump shit needs to stop. Peit ki numaish karne ki kya zarurat hai iss tarah? Broadcast your delivery too then. Jahil log.,"{'id': '388', 'text': 'This baby bump shit needs to stop. Peit ki numaish karne ki kya zarurat hai iss tarah? Broadcast your delivery too then. Jahil log.', 'labels': [{'start_index': '121', 'end_index': '130', 'text_fragment': 'Jahil log', 'technique': 'Name calling/Labeling'}, {'start_index': '15', 'end_index': '19', 'text_fragment': 'shit', 'technique': 'Loaded Language'}], 'translation': 'This baby bump shit needs to stop. What is the point of showing the belly? Then broadcast your delivery as well. Ignorant log.'}",0,This baby bump shit needs to stop. What is the point of showing the belly? Then broadcast your delivery as well. Ignorant log.
389,Women these days are openly posting pregnancy pictures on social media. Suhaag raat bhi idhar hi mana leni thi itna kya faraq hai.,"{'id': '389', 'text': 'Women these days are openly posting pregnancy pictures on social media. Suhaag raat bhi idhar hi mana leni thi itna kya faraq hai.', 'labels': [{'start_index': '0', 'end_index': '129', 'text_fragment': 'Women these days are openly posting pregnancy pictures on social media. Suhaag raat bhi idhar hi mana leni thi itna kya faraq hai', 'technique': 'Presenting Irrelevant Data (Red Herring)'}], 'translation': 'Women are openly posting pregnancy photos on social media these days. Even on the honeymoon, Adar had to be generous, what is the difference?'}",0,"Women are openly posting pregnancy photos on social media these days. Even on the honeymoon, Adar had to be generous, what is the difference?"
390,If transgenders are quom e loot then what about mullahs jo madrasson mein londe baazi karte hain. What would you call them?,"{'id': '390', 'text': 'If transgenders are quom e loot then what about mullahs jo madrasson mein londe baazi karte hain. What would you call them?', 'labels': [{'start_index': '0', 'end_index': '96', 'text_fragment': 'If transgenders are quom e loot then what about mullahs jo madrasson mein londe baazi karte hain', 'technique': 'Whataboutism'}, {'start_index': '3', 'end_index': '31', 'text_fragment': 'transgenders are quom e loot', 'technique': 'Name calling/Labeling'}, {'start_index': '74', 'end_index': '85', 'text_fragment': 'londe baazi', 'technique': 'Loaded Language'}], 'translation': 'If the eunuchs loot, then what will happen to the mullahs who loot in madrasas? What would you say to them?'}",0,"If the eunuchs loot, then what will happen to the mullahs who loot in madrasas? What would you say to them?"
391,"Self perceived gender identity is an illusion. Jin aaza ke saath paida ho gye ho gye, apni marzi nhi hoti.","{'id': '391', 'text': 'Self perceived gender identity is an illusion. Jin aaza ke saath paida ho gye ho gye, apni marzi nhi hoti.', 'labels': [{'start_index': '47', 'end_index': '84', 'text_fragment': 'Jin aaza ke saath paida ho gye ho gye', 'technique': 'Black-and-white Fallacy/Dictatorship'}, {'start_index': '86', 'end_index': '105', 'text_fragment': 'apni marzi nhi hoti', 'technique': 'Thought-terminating cliché'}], 'translation': 'Self-perceived gender identity is an illusion. Those who have been paid with their freedom do not have their own mortality.'}",0,Self-perceived gender identity is an illusion. Those who have been paid with their freedom do not have their own mortality.
392,A supporter of Moorat march is sending rape threats to minor girls. Dekh lia nateeja iss shaitani saazish ka. Aur bano liberal.,"{'id': '392', 'text': 'A supporter of Moorat march is sending rape threats to minor girls. Dekh lia nateeja iss shaitani saazish ka. Aur bano liberal.', 'labels': [{'start_index': '0', 'end_index': '126', 'text_fragment': 'A supporter of Moorat march is sending rape threats to minor girls. Dekh lia nateeja iss shaitani saazish ka. Aur bano liberal', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '126', 'text_fragment': 'A supporter of Moorat march is sending rape threats to minor girls. Dekh lia nateeja iss shaitani saazish ka. Aur bano liberal', 'technique': 'Appeal to fear/prejudice'}, {'start_index': '15', 'end_index': '27', 'text_fragment': 'Moorat march', 'technique': 'Name calling/Labeling'}, {'start_index': '39', 'end_index': '51', 'text_fragment': 'rape threats', 'technique': 'Loaded Language'}, {'start_index': '89', 'end_index': '105', 'text_fragment': 'shaitani saazish', 'technique': 'Name calling/Labeling'}], 'translation': 'Murt March supporter threatening to rape minor girls. I saw the result of this evil conspiracy. And lady liberal.'}",0,Murt March supporter threatening to rape minor girls. I saw the result of this evil conspiracy. And lady liberal.
393,Elon Musk greeting Namaste after laying off majority of the Indian workforce. Satiya gya hai chutiya. Ab Twitter ziada dair nhi chal sake ga.,"{'id': '393', 'text': 'Elon Musk greeting Namaste after laying off majority of the Indian workforce. Satiya gya hai chutiya. Ab Twitter ziada dair nhi chal sake ga.', 'labels': [{'start_index': '0', 'end_index': '140', 'text_fragment': 'Elon Musk greeting Namaste after laying off majority of the Indian workforce. Satiya gya hai chutiya. Ab Twitter ziada dair nhi chal sake ga', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '140', 'text_fragment': 'Elon Musk greeting Namaste after laying off majority of the Indian workforce. Satiya gya hai chutiya. Ab Twitter ziada dair nhi chal sake ga', 'technique': 'Smears'}, {'start_index': '93', 'end_index': '100', 'text_fragment': 'chutiya', 'technique': 'Name calling/Labeling'}], 'translation': 'Elon Musk saluted Namaste after laying off the majority of the Indian workforce. Satya has gone to Chautiya. Now Twitter will not be able to last long.'}",0,Elon Musk saluted Namaste after laying off the majority of the Indian workforce. Satya has gone to Chautiya. Now Twitter will not be able to last long.
394,This vulgar moorat march is a proof ke LGBTQ ki bimari America tak mahdood nhi rahi ab.,"{'id': '394', 'text': 'This vulgar moorat march is a proof ke LGBTQ ki bimari America tak mahdood nhi rahi ab.', 'labels': [{'start_index': '39', 'end_index': '44', 'text_fragment': 'LGBTQ', 'technique': 'Loaded Language'}, {'start_index': '5', 'end_index': '24', 'text_fragment': 'vulgar moorat march', 'technique': 'Name calling/Labeling'}], 'translation': 'This senseless statue march is proof that the disease of LGBTQ is no longer confined to America.'}",0,This senseless statue march is proof that the disease of LGBTQ is no longer confined to America.
395,Joyland ko ban karne ke liye dekhna zaroori nhi hai concept hi ghatia hai. You don't need to step on shit to tell it's filthy.,"{'id': '395', 'text': ""Joyland ko ban karne ke liye dekhna zaroori nhi hai concept hi ghatia hai. You don't need to step on shit to tell it's filthy."", 'labels': [{'start_index': '101', 'end_index': '105', 'text_fragment': 'shit', 'technique': 'Loaded Language'}, {'start_index': '63', 'end_index': '69', 'text_fragment': 'ghatia', 'technique': 'Loaded Language'}, {'start_index': '75', 'end_index': '125', 'text_fragment': ""You don't need to step on shit to tell it's filthy"", 'technique': 'Slogans'}], 'translation': ""You don't have to see Joyland to believe the concept is crap. You don't have to step on dirt to know it's dirty.""}",0,You don't have to see Joyland to believe the concept is crap. You don't have to step on dirt to know it's dirty.
396,Joyland is banned in Punjab but is playing in cinemas across Sindh. Achi tarah pta chal gaya kon si hakumat ghulamon ki hai.,"{'id': '396', 'text': 'Joyland is banned in Punjab but is playing in cinemas across Sindh. Achi tarah pta chal gaya kon si hakumat ghulamon ki hai.', 'labels': [{'start_index': '0', 'end_index': '123', 'text_fragment': 'Joyland is banned in Punjab but is playing in cinemas across Sindh. Achi tarah pta chal gaya kon si hakumat ghulamon ki hai', 'technique': 'Presenting Irrelevant Data (Red Herring)'}, {'start_index': '108', 'end_index': '116', 'text_fragment': 'ghulamon', 'technique': 'Loaded Language'}], 'translation': 'Joyland is banned in Punjab but is playing in theaters across Sindh. Achi tara PTA gone which wisdom belongs to slaves.'}",0,Joyland is banned in Punjab but is playing in theaters across Sindh. Achi tara PTA gone which wisdom belongs to slaves.
397,Equality chahiye toh tandoor pe jaa ker line mein peeche khari ho. It's easier said than done liberals.,"{'id': '397', 'text': ""Equality chahiye toh tandoor pe jaa ker line mein peeche khari ho. It's easier said than done liberals."", 'labels': [{'start_index': '67', 'end_index': '93', 'text_fragment': ""It's easier said than done"", 'technique': 'Thought-terminating cliché'}], 'translation': 'Equality is easier said than done by liberals if you go to the oven and put it in line.'}",0,Equality is easier said than done by liberals if you go to the oven and put it in line.
398,If women face harrasment toh admi bhi garmi mein mazduri karte hain. Every gender has problems.,"{'id': '398', 'text': 'If women face harrasment toh admi bhi garmi mein mazduri karte hain. Every gender has problems.', 'labels': [{'start_index': '0', 'end_index': '94', 'text_fragment': 'If women face harrasment toh admi bhi garmi mein mazduri karte hain. Every gender has problems', 'technique': 'Whataboutism'}, {'start_index': '14', 'end_index': '24', 'text_fragment': 'harrasment', 'technique': 'Loaded Language'}], 'translation': 'If the women have to be harassed, the man also labors in the heat. Every gender has problems.'}",0,"If the women have to be harassed, the man also labors in the heat. Every gender has problems."
